PID|Name|CCType|CCNumber|Age
1585|Estrada, Kaden Q.|V|4485842340563|35
1586|Tucker, Mallory B.|M|547175 6243385362|34
1587|Crosby, Keiko I.|M|550506 8182464335|62
1588|Richardson, Lucas K.|V|4916174669281568|67
1589|Franco, Daria M.|V|4539434604052|55
1590|Mccoy, Camden U.|V|4929121894243686|64
1591|Wolf, Macon F.|V|4539744799273144|13
1592|Bean, Leigh X.|V|4024007122779|22
1593|Andrews, Alyssa D.|M|5220 0833 1971 7293|27
1594|Robbins, Germane H.|V|4929902503172|69
1595|Suarez, Mari I.|M|5367 7697 9333 4554|18
1596|Dillon, Samuel Q.|V|4929 5198 9293 7730|21
1597|Mccormick, Jorden G.|M|533687 7675932136|20
1598|Raymond, Caleb T.|V|4485883314842|44
1599|Green, Dorian Q.|M|528900 1298689022|40
1600|James, Elton P.|M|526921 521416 4092|56
1601|Walsh, Elmo H.|V|4929 887 83 1556|31
1602|Riley, Stuart P.|V|4539615902171|26
1603|West, Micah X.|M|550415 9849010099|35
1604|Larsen, Kyra K.|M|5575603237529941|28
1605|Tate, Elliott J.|V|4485 0824 5001 8812|47
1606|Dodson, Baker W.|V|4532367871165|16
1607|Craft, Bree M.|V|4916182500804|69
1608|Sweeney, Abdul U.|V|4556151553937|24
1609|Mcmahon, Uriel J.|M|5234675044163174|11
1610|Pollard, Conan W.|V|404176 231915 3492|53
1611|Hicks, Iliana V.|V|4532970452912|52
1612|Burnett, Guy P.|V|4916641513729|33
1613|Donaldson, Heather Y.|M|549370 0236795660|14
1614|Avila, Edan Q.|M|527859 301205 1213|24
1615|Lee, Jelani U.|M|543853 5263428993|66
1616|Dillard, Yoko U.|V|402400 715760 3464|32
1617|Stark, Tanisha K.|M|5118 7918 6829 9928|11
1618|Gilbert, Lee C.|M|551 50051 78512 182|43
1619|Schultz, Celeste T.|M|5548 3711 8256 4692|50
1620|Randall, Holmes V.|V|4929 117 97 3642|45
1621|Humphrey, Wynne I.|V|4014162002963092|48
1622|Hester, Lisandra D.|V|448565 288036 7632|42
1623|Knowles, May E.|M|548 20135 10233 022|46
1624|Boyer, Yoshio B.|M|521646 451737 4499|26
1625|Gibbs, Fuller K.|V|4532 5726 7737 5773|63
1626|Mcmillan, Gemma W.|M|543 59699 47759 775|63
1627|Kelly, Lareina U.|M|527 21389 48931 603|33
1628|Bryant, Clark Z.|V|4929 619 39 3743|39
1629|Yates, Olympia M.|V|4556484335112|58
1630|Santos, Amelia H.|V|455689 5701167341|36
1631|Zimmerman, Glenna N.|V|4916395867642380|36
1632|Kelley, Christian S.|M|540 85496 05434 912|69
1633|Compton, Inga F.|M|539 00788 22490 242|58
1634|Hatfield, Cheyenne R.|M|5237500452358252|47
1635|Riddle, Sierra K.|M|5329637733174231|17
1636|Garrett, Beverly T.|V|4716 5822 4474 1090|17
1637|Cantrell, Kasper Z.|V|4539268691196|18
1638|Russo, Connor B.|V|4929764735490972|27
1639|Dale, Valentine E.|M|523547 353538 9642|61
1640|Hall, Ayanna Y.|V|4494474687999765|35
1641|Workman, Mariam P.|M|536938 2848018640|20
1642|Scott, Honorato G.|M|5433712826136653|34
1643|Burnett, Jacqueline W.|V|4716698579975352|46
1644|Hopper, Dustin H.|M|5444 6015 4251 1462|35
1645|Mcfarland, Kiara V.|V|4716960434892|52
1646|Short, Bruce L.|M|546 41212 30640 152|44
1647|Levine, James W.|M|519347 818259 5302|59
1648|Hartman, Oscar U.|V|4532 2592 9957 0982|51
1649|Cervantes, Abbot T.|V|4968920083668|14
1650|Puckett, Rhoda J.|V|4556347208832002|43
1651|Meadows, Dillon I.|M|5573 9903 6179 0593|13
1652|Ratliff, Leslie I.|V|4716 0566 1823 7692|51
1653|Espinoza, Armando K.|M|5581928300694138|30
1654|Burton, Quemby Q.|V|471637 6734652942|50
1655|Acevedo, Charles K.|M|512 35062 72626 112|50
1656|Bridges, Courtney X.|V|402400 7179352792|50
1657|Conner, Lyle B.|M|5369957322458956|39
1658|Goodwin, Maya B.|M|526479 424915 2966|33
1659|Mosley, Phillip Y.|V|4728562673082|58
1660|Tillman, Bruno I.|V|4929 8045 0093 1667|15
1661|Mcmillan, Conan F.|M|5104533400894295|68
1662|Vance, Margaret B.|V|4378 576 50 7707|22
1663|Salazar, Ina R.|V|4929491053643277|22
1664|Gillespie, Brooke I.|V|448 58478 40576 425|26
1665|Melendez, Wyatt M.|M|529550 0485637402|51
1666|Britt, Dacey Y.|M|5579798505638782|28
1667|Greer, Malachi D.|M|513 65358 49615 506|26
1668|Britt, Vaughan M.|V|448 51369 36911 708|25
1669|Marks, Elliott S.|V|4024007150036|65
1670|Gray, Maryam A.|M|524799 2688422369|13
1671|Giles, Adara X.|V|4556150452511|39
1672|Charles, Rooney R.|M|534 37454 64739 202|52
1673|Manning, Troy S.|V|455669 9107524778|62
1674|Owens, Ray H.|V|4916768607882|61
1675|Harper, Allistair V.|V|453987 671506 6502|44
1676|Burris, Jackson X.|M|5174387723661625|61
1677|Cross, Kirby I.|V|4716 0468 4033 2605|17
1678|Goodman, Thane I.|M|517339 3514349222|40
1679|Barry, Ferris B.|M|521644 3574416312|59
1680|Berger, Jenna U.|M|526549 320264 9329|12
1681|Herring, Quinlan W.|V|4024007148372|56
1682|Wiggins, Tatyana V.|M|517 12196 96262 805|33
1683|Cunningham, Kyla H.|M|5556106337464350|17
1684|Miranda, Belle C.|V|4716827573182|59
1685|Griffith, Cullen K.|V|492 96388 77931 920|26
1686|Hardin, Brenna P.|M|548201 014116 5352|47
1687|Thompson, Christen V.|M|5157687564309832|58
1688|Barton, Cody F.|V|4539516279604|37
1689|Tanner, Cedric P.|M|533370 741203 3323|33
1690|Fowler, Alden Z.|V|448552 765221 6480|70
1691|Kane, Serena O.|M|5555 3691 4064 7840|17
1692|Mclaughlin, Indira C.|V|4929 516 24 9372|56
1693|Bond, Camilla B.|M|552393 886298 6712|54
1694|Franklin, Duncan M.|V|4716321394022|39
1695|Stout, Castor S.|V|411 67338 18491 853|28
1696|Hendricks, Joel H.|M|510 34966 40916 537|21
1697|Hoover, Jorden Y.|V|4716960165054588|69
1698|Levine, Lynn I.|M|532174 206849 8946|25
1699|Morin, Isadora M.|V|4485 874 57 0798|63
1700|Carver, Camille W.|V|4539862809350|13
1701|Melton, Hope X.|V|402400 7140393058|35
1702|Sears, Kimberly L.|V|4556463584092252|52
1703|Macdonald, Penelope N.|V|4024 0071 1921 0962|44
1704|Morrison, Kai O.|V|402 40071 70609 704|34
1705|Weber, Hermione T.|V|4024007173004|30
1706|Giles, Jordan U.|M|537378 8282443967|25
1707|Lowery, Ciaran M.|V|4852500815212|53
1708|Cooley, Ishmael E.|V|4343333210938|34
1709|Daniel, Eden T.|M|550072 029796 9955|67
1710|Hurst, Myra J.|M|559491 2823452344|68
1711|Booth, Cade R.|M|510 28241 21447 170|65
1712|Haney, Kirby P.|V|4563407151762|55
1713|White, Oren Q.|M|547589 472760 6114|11
1714|Herring, Amery N.|M|5512 8581 8341 7634|32
1715|Rice, Trevor W.|V|4929918758985355|66
1716|Conrad, Marvin G.|V|4916238003152|40
1717|Brennan, Bert W.|M|525282 833492 9172|42
1718|Moody, Tanya C.|V|492979 2461745723|32
1719|Wilcox, Meghan C.|V|402 40071 62677 222|44
1720|Burch, Lucy J.|M|548067 852365 7758|35
1721|Hayes, Rana X.|V|4916427136943|61
1722|Dudley, Hector N.|M|514386 6547190554|30
1723|Weaver, Mariam E.|M|533334 212448 1672|46
1724|Dalton, Arden U.|M|5321 0287 1566 5252|54
1725|Terry, Roth I.|M|5480866721380600|22
1726|Knight, Francesca A.|V|455 65363 73399 032|62
1727|Hayden, Lois J.|V|4848493902572|54
1728|Griffin, Scott C.|V|4929537891444782|46
1729|Huff, Galvin A.|V|491675 109672 6925|68
1730|Mathews, Colton N.|M|5455 1324 2956 0352|20
1731|Fields, Daniel V.|M|528776 7143740576|12
1732|Tran, Brody M.|V|4532497884492|34
1733|Rowland, Gregory R.|M|559173 965238 5664|27
1734|Reeves, Damon T.|V|4929617066162|52
1735|Yang, Camilla F.|M|523149 785206 6862|49
1736|Wong, Rafael O.|V|4024 0071 3642 7357|30
1737|Buckley, Joshua O.|M|524374 0458345162|59
1738|Chaney, Thor F.|V|4916352695840991|12
1739|Thomas, Dylan S.|M|520 13910 27168 821|19
1740|Thomas, Kylie Y.|V|4488 524 90 8095|67
1741|Mckee, Nathan W.|M|518962 3209198994|65
1742|Collier, Clio M.|M|518720 6269360555|12
1743|Mckay, Blake L.|M|510 54085 73621 362|52
1744|Merrill, Magee P.|V|4556 410 65 0458|33
1745|Cameron, Edward Y.|V|492912 417168 7427|21
1746|Cameron, Charles U.|V|4916673695303|68
1747|Knox, Savannah U.|M|5160 7682 7026 3062|42
1748|Wheeler, Cooper F.|M|548643 370819 7475|70
1749|Alexander, Brenden C.|V|4539745152852|49
1750|Larsen, Kevyn T.|M|514 33867 39426 202|57
1751|Salazar, Chase R.|M|530809 994093 9838|65
1752|Sweet, Lenore U.|M|531 96572 65016 164|18
1753|Snow, Ciaran P.|V|4539777985246572|55
1754|Horton, Jada E.|M|516736 6825120842|44
1755|Pearson, Abel P.|V|4716948183792701|38
1756|Fields, Skyler I.|V|4293059857240|26
1757|Thompson, Richard T.|M|527 78631 53132 992|46
1758|Orr, Bradley G.|M|5445 3639 1981 9924|18
1759|Middleton, Briar B.|M|5248 4395 2490 6622|49
1760|Morales, Chancellor L.|V|4659165900232|57
1761|Valencia, Cora F.|V|4916114625307|33
1762|Meyers, Anjolie G.|M|544574 141823 2872|57
1763|Nicholson, Dorian G.|V|4485585657512|49
1764|Munoz, Leila K.|M|5127 4341 1752 2152|42
1765|Cantu, Marsden E.|M|5503491170116844|70
1766|Mathews, Sebastian T.|M|559139 9981984651|23
1767|Hammond, Adam I.|V|4711389790928617|21
1768|Miles, Cullen C.|M|5140845838828083|22
1769|Lindsey, Hedwig N.|V|4916448709262722|57
1770|Hester, Adara F.|M|530122 943924 1162|51
1771|Tanner, Jamal I.|V|453 21149 36542 941|28
1772|Lucas, Logan Y.|V|4916516371732|66
1773|Burt, Emerson R.|M|5139 0116 6953 1196|63
1774|Pennington, Brock J.|M|518911 1765499442|58
1775|Thornton, Hammett Q.|V|4556985424792|25
1776|Barlow, Beau J.|V|4716324620565235|28
1777|Mathews, Hyatt L.|M|5345138744589642|59
1778|Hays, Tyrone V.|M|5123 5430 7412 7652|54
1779|Garza, Cade A.|V|4916929054679597|70
1780|Keith, Nasim Z.|V|4929071122852202|50
1781|Paul, Drake I.|M|5488208999157281|63
1782|Herman, Rooney K.|M|510731 222382 4251|33
1783|Salinas, Kiona R.|V|448 57929 17211 532|43
1784|Mcclure, Jackson M.|M|552 55205 22719 519|19
1785|Kerr, Christopher Z.|M|5490 1813 3682 3939|28
1786|Dean, Rahim T.|V|4916242202052062|56
1787|Mcbride, Althea B.|V|4096798751882|48
1788|Bryant, Arthur Z.|M|552239 942644 2525|31
1789|Riddle, Heather M.|M|5183 6556 7993 5717|62
1790|Watson, Kristen S.|M|5488493722303390|20
1791|Lindsey, Wyatt T.|M|528 02084 10790 678|15
1792|Rice, Addison K.|M|520407 6854535955|12
1793|Rush, Todd Q.|M|556556 9783460629|30
1794|Henry, Ruby K.|V|4532978383438146|20
1795|Bender, Denton I.|M|559298 8220644242|43
1796|Barlow, Buffy B.|M|5454 4805 3462 5332|40
1797|Levy, Cynthia D.|V|4556700191992515|12
1798|Walsh, Shelley S.|V|4532809164864|34
1799|Waters, Noah A.|V|4128241954648|11
1800|Mcdowell, Caesar J.|V|4539 3572 4114 0062|53
1801|Church, Kameko L.|M|534816 8472389597|69
1802|Turner, Hedley V.|M|5313 1951 2704 5713|65
1803|Dale, Brandon L.|M|5569705081289155|60
1804|Graham, Edan X.|M|5227 1579 9987 9111|62
1805|Mccray, Leroy G.|M|543379 7972395612|59
1806|Roth, Garrett N.|M|5531 5568 2177 8469|39
1807|Hayes, Brady R.|V|4716800742360|21
1808|Hart, Norman I.|M|5273 7045 5520 6537|18
1809|Branch, Ingrid H.|V|4716605035844334|37
1810|Morrow, Herrod M.|V|4532928709144|15
1811|Willis, Rhiannon F.|V|4556398469186082|15
1812|Langley, Lee V.|M|531 55318 15933 872|52
1813|Roth, Paloma M.|M|524471 751412 7269|11
1814|Henderson, Kibo C.|V|453 23068 14092 086|60
1815|Waller, Hu H.|M|5378 0318 1014 9185|12
1816|Cervantes, John I.|M|558596 8257731412|49
1817|Mullen, Cally C.|M|5112039885444333|36
1818|Chase, Marsden O.|V|4929341116503200|27
1819|Wiggins, Shay R.|M|536 08271 58967 884|18
1820|Vega, Nina B.|V|4916814209113|60
1821|Ford, Pandora U.|M|5319 5051 1092 2782|49
1822|Patton, Tanek M.|M|526091 511566 5832|44
1823|Dennis, Aubrey H.|M|5126 8930 3777 9697|35
1824|Lee, Kenneth K.|V|4716292322044|70
1825|Harper, Arden E.|V|4485992972602|53
1826|Mcgee, Nomlanga Z.|M|5269 3734 3960 7611|19
1827|Olsen, Shelley M.|M|559680 168398 8092|51
1828|Mcfadden, Walter E.|M|5380 1636 0554 3730|11
1829|Moses, Ina W.|M|510461 1024587902|49
1830|Ramsey, Mark X.|M|532673 506134 2082|43
1831|Garza, Gwendolyn K.|V|455692 4445847652|52
1832|Sharp, Aretha J.|V|4929010117121|37
1833|Moss, Graiden O.|V|4716561001201662|17
1834|Justice, Xanthus H.|V|4556877655938208|12
1835|Clayton, Phillip A.|V|4929 340 12 4391|21
1836|Fuller, Cecilia U.|V|492966 317232 1809|32
1837|Hunt, Mufutau K.|V|4532904431986|16
1838|Kidd, Hayfa B.|M|541612 5739670976|19
1839|Golden, Griffith G.|V|402400 719222 1256|24
1840|Watson, Kathleen T.|M|5492535378499842|49
1841|Tucker, Lynn Y.|M|543310 5854440024|63
1842|Brock, Constance K.|V|4716095298434962|55
1843|Hendricks, Brielle G.|M|5316585473158473|38
1844|Cruz, Penelope M.|M|5200838047434162|28
1845|Garner, Ferdinand L.|M|548 59810 42805 345|19
1846|Kirby, Kevyn D.|V|4556048881589272|42
1847|Hoover, Lillian Y.|V|4539790129968036|70
1848|Valenzuela, Germaine T.|M|5193 4264 4200 4932|53
1849|Carpenter, Quemby E.|V|4024007147049786|63
1850|Carver, Kessie M.|V|491617 442944 5412|27
1851|Gaines, Mara B.|M|5227 0292 6401 1592|59
1852|Jackson, Alea B.|M|534989 190538 1795|28
1853|Lambert, Vladimir W.|V|4826537780322|44
1854|Barnett, Lyle V.|M|5449 5658 6850 3939|20
1855|Bernard, Fay M.|V|4716445126052|35
1856|Best, Jason J.|V|4024007128248|17
1857|Payne, Brett B.|M|557674 067817 4933|11
1858|Haney, Dennis F.|V|4556799657720907|35
1859|Mueller, Pamela B.|V|4485 1949 0389 5727|36
1860|Head, Kendall X.|V|4532 138 62 7412|43
1861|Mckee, Octavius U.|M|5422 6597 2252 6946|62
1862|Burnett, Lewis T.|V|4716482105837|23
1863|Church, Keiko P.|V|484179 728923 3002|42
1864|Weiss, Abraham O.|M|5114406877896632|58
1865|Paul, Lysandra M.|M|5510651817423546|62
1866|Navarro, Bell F.|V|453266 961626 6532|52
1867|Schroeder, Kibo C.|M|530968 9738949715|35
1868|Brewer, Rafael C.|M|5555 3350 0862 8662|51
1869|Mcmillan, Oliver H.|M|537486 5510329512|35
1870|Duke, Cooper B.|M|541 86754 02834 265|25
1871|Tanner, Mercedes I.|M|540590 6557576079|68
1872|Parks, Constance O.|M|5598 3783 4252 6735|68
1873|Bradley, Blair V.|V|4539 2900 5192 2112|58
1874|Soto, Frances T.|M|526919 275428 7412|40
1875|Mercado, Alfonso V.|M|557657 5631047523|14
1876|Parsons, Cleo V.|M|5245 9256 8008 9101|39
1877|Wooten, Kenneth L.|V|4485270651168|64
1878|Perkins, Malik J.|M|5204559544726076|29
1879|Wade, Halee U.|V|4556488482487227|12
1880|Hood, Rashad H.|V|4024007197892|56
1881|Salas, Dalton V.|V|4485525935853|18
1882|Casey, Caryn N.|V|4556941147352|40
1883|Heath, Linda V.|M|5365 0167 5302 2031|26
1884|Moses, Avye K.|M|540922 218890 3229|60
1885|Cain, Emerson N.|M|5390781451106498|70
1886|Valentine, Henry S.|M|5361574285212169|14
1887|Lang, Rogan H.|V|4929589446407552|53
1888|Bright, Buffy R.|V|4929 1015 7994 6506|29
1889|Mullins, Sloane N.|M|547 54014 77860 204|31
1890|Bolton, Colton N.|V|4716642079688640|34
1891|Huber, Xenos F.|M|523325 868499 4173|22
1892|Cooper, Shad C.|M|524 27653 49863 252|53
1893|Gillespie, Hayley W.|M|5346 3782 8195 0662|40
1894|Nichols, Colby J.|V|4929 848 96 8976|16
1895|Ferguson, Rebekah P.|M|546129 461447 2199|37
1896|Dotson, Ava N.|V|491 66703 96655 495|29
1897|Moon, Ann Y.|V|491646 0617554582|51
1898|Levine, Julie V.|V|4067886236616|28
1899|Alexander, Grady X.|V|4532967855212|44
1900|Rivas, Macaulay K.|M|545784 206659 5992|54
1901|Tran, Brynn D.|V|4556643026815347|66
1902|Hampton, Dale H.|M|515517 937437 8853|22
1903|Mcdowell, Reed M.|M|5361016162307126|39
1904|Fischer, Kaseem L.|M|5211 7462 5704 8209|19
1905|Erickson, Nolan M.|M|5246037477522512|59
1906|Snow, Autumn U.|M|5228310252943922|47
1907|Atkinson, Colby J.|V|4916273999329|13
1908|Ortiz, Ingrid T.|M|5439622990825622|48
1909|Terry, Xandra L.|M|548580 8227530242|58
1910|Ashley, Vincent M.|V|4532 455 27 7333|18
1911|Kline, Nadine Q.|M|520 83708 92120 082|48
1912|Brewer, Jemima K.|V|455 60971 08563 012|13
1913|Barr, Lani D.|V|4532673867552|58
1914|Nash, Nayda I.|M|5497110495344322|56
1915|Mcclure, Abraham E.|V|4716880677759772|50
1916|Curry, Evangeline Z.|M|523713 6191752512|51
1917|Moon, Sydnee W.|V|4485786017888|60
1918|Head, Chloe Q.|V|4556866776328|29
1919|Macdonald, Melodie J.|V|4024 0071 9114 4954|38
1920|Bradford, Ezekiel V.|V|4556 4742 7662 3565|31
1921|Green, Avye K.|V|4556204126798|37
1922|Beasley, Rama N.|M|5536 0655 1812 5722|48
1923|Moss, James E.|M|520769 930514 1552|44
1924|James, Clayton V.|V|4929514794872|50
1925|Vance, Megan B.|V|4716 448 07 1271|66
1926|Alvarez, Moana H.|M|5574614108669287|34
1927|Little, Kiara V.|V|4024007198571|36
1928|Stevens, Uma H.|V|4929226944197129|24
1929|Oneal, Hedley B.|V|4044 9260 2470 7560|39
1930|Herring, Mari R.|V|4414421536826696|64
1931|Thornton, Alana U.|V|4916433156166|21
1932|Byrd, Kathleen K.|V|402 40071 52192 972|49
1933|Mcdowell, Dorothy S.|V|4532 8842 8694 2624|28
1934|Kidd, Montana S.|M|530 89828 60495 578|27
1935|Whitaker, Hyatt T.|M|513334 805951 5751|63
1936|Pitts, Ramona L.|M|5119 3650 9186 6818|20
1937|Kelley, Ella H.|V|4539 762 87 5741|62
1938|Snow, Wesley E.|V|4444300644782|56
1939|Guerrero, Ivana Q.|V|4716 849 80 0062|23
1940|Bell, Yetta K.|V|4532668571928|26
1941|Macias, Lars B.|V|4556727077726|15
1942|Barry, Anika W.|M|5545 8578 2092 2098|32
1943|Hanson, Maxwell E.|V|493733 101055 6313|66
1944|Young, Reece Z.|M|521 87187 22166 646|64
1945|Sykes, Cullen G.|V|453983 4734106622|19
1946|Hebert, Jin N.|V|4716808555574|16
1947|Oneal, Ira I.|M|558970 423705 1482|70
1948|Keller, Marsden S.|M|545 35854 78232 847|65
1949|Duncan, Ocean Y.|V|4485575002292|57
1950|Mitchell, Jillian M.|M|518791 847967 4035|69
1951|Trujillo, Lucas F.|M|5512 2747 6634 7852|49
1952|Acevedo, Lucian L.|M|518113 5759382959|23
1953|Wagner, Rogan E.|V|4539125624380|68
1954|Brooks, Azalia C.|M|5168 6712 9420 0412|53
1955|Marquez, Phyllis S.|M|5374880375352848|33
1956|Schwartz, Priscilla U.|V|402400 716175 0640|19
1957|Dennis, Amelia Y.|V|4539660013684|11
1958|Colon, Owen K.|V|4024 007 15 4558|60
1959|Hooper, Aspen W.|M|543313 0780858321|26
1960|Silva, Leilani O.|V|4716389554103|25
1961|Herrera, Holly H.|V|4539754294208|20
1962|Bates, Troy U.|M|5463 8348 0114 1806|36
1963|Haney, Angelica E.|M|551328 9012817670|35
1964|Richards, Tarik V.|M|550 94235 16977 187|68
1965|Waller, Preston V.|M|535 95530 73003 281|15
1966|Kaufman, Hakeem X.|V|4916438708226185|68
1967|Lynn, Kaseem P.|V|4024007122464|32
1968|Sloan, Owen C.|V|4539566336442|57
1969|Boyer, Thor C.|M|553598 653665 4786|19
1970|Simmons, Anne Z.|V|492 92939 71585 612|57
1971|Herrera, Graiden V.|M|5584142236958388|66
1972|Morrison, Xena H.|V|4539080999413|28
1973|Thornton, David O.|V|4916 494 02 2026|60
1974|Mccall, Ginger L.|V|448549 378080 3212|27
1975|Christian, Graham Y.|M|5264 9348 9114 1889|23
1976|Wilkerson, Kaitlin E.|M|5288 5756 8856 6739|22
1977|Knox, Adara M.|V|4929453284917|62
1978|Hebert, Gage S.|M|5454 4150 5509 6960|15
1979|Hines, Dahlia K.|M|541 18507 66821 680|60
1980|Mendoza, Shelly V.|M|5523773471784252|53
1981|Yates, Len U.|V|4024007151655783|23
1982|Jimenez, Carl C.|V|4571362326692|40
1983|Norris, Barry X.|M|5581462754125720|26
1984|Mcguire, Nathan T.|M|551103 9504892692|51
1985|Shaffer, Justin S.|V|4485841271173|30
1986|Barker, Logan K.|M|5102702461587674|60
1987|Leon, Aretha T.|V|4916899845062|50
1988|West, Henry L.|V|455606 263918 0165|22
1989|Rivers, Whitney E.|V|402400 7150942372|69
1990|Cummings, Odessa O.|M|5295761750878183|65
1991|Sweeney, MacKensie N.|M|545120 2341029374|30
1992|Workman, Dante O.|M|5532 2315 9064 7217|63
1993|Byrd, Brenden G.|V|4716147838178|29
1994|Calderon, Jack H.|M|5509 1146 6569 0392|43
1995|Pate, Charles Q.|M|522 60927 33844 454|62
1996|Skinner, Armando N.|M|554 30757 69098 265|27
1997|Foley, April I.|M|5586191217023843|14
1998|Head, Chancellor E.|M|5485552201874122|52
1999|Bright, Roanna Y.|V|4532317658274|62
2000|Moon, Kermit R.|V|453223 447769 4784|27
